STORY,QUESTION,OPTION-A,OPTION-B,OPTION-C,OPTION-D,ANSWER
"Zhang Wei, as the team leader, and Li Hua participate in a project competition. The project gets the first place in the group competition, and Li Hua wins the individual achievement award. Li Hua says to Zhang Wei, ""I am really happy, you do a great job!"" Zhang Wei expresses his thanks. At night, when he returns home, Li Hua complains to his wife, ""I am really sad.""",Is what Li Hua says to his wife true?,Yes,No,,,A
"Zhang Wei, as the team leader, and Li Hua participate in a project competition. The project gets the first place in the group competition, and Li Hua wins the individual achievement award. Li Hua says to Zhang Wei, ""I am really happy, you do a great job!"" Zhang Wei expresses his thanks. At night, when he returns home, Li Hua complains to his wife, ""I am really sad.""",Why does Li Hua say he is both happy and sad?,"He is happy that the group project wins the competition, but he does not win the competition himself.","He is happy that Zhang Wei does well, but he is sad that his efforts do not get recognition.","He is happy that Zhang Wei does well, but he is sad that Zhang Wei does not comfort him.","He is happy that the group project wins the competition, but he is sad that he does not win the competition himself.",B
"Wang Li and Chen Yue team up to participate in a cooking competition, they get the first place in the group, Chen Yue wins the first prize individually. Wang Li says to Chen Yue: ""I am very happy, I am proud of you!"" Wang Li says to her sister: ""I am really sad.""",Is what Wang Li says to her sister true?,Yes,No,,,A
"Wang Li and Chen Yue team up to participate in a cooking competition, they get the first place in the group, Chen Yue wins the first prize individually. Wang Li says to Chen Yue: ""I am very happy, I am proud of you!"" Wang Li says to her sister: ""I am really sad.""",Why does Wang Li say she is both happy and sad?,"She is happy that Chen Yue wins the award, but her own efforts do not get recognition.","She is happy that the group wins the award, but she is sad that Chen Yue does not comfort her.","She is happy that Chen Yue wins the award, but she is sad that Chen Yue does not comfort her.","She is happy that the group wins the award, but she is sad that she does not win the competition.",A
"Liu Yang, as the captain and good friend Zhao Ming, participates in a football match. Their team wins and gets the first place, Zhao Ming performs outstandingly and gets the MVP. Liu Yang, as the captain, puts in a lot of effort usually, and leads the whole team to work hard in the match. Liu Yang says to Zhao Ming, ""I am so happy, you play really well!"" Liu Yang says to his father, ""I feel very lost.""",Is what Liu Yang says to Zhao Ming true?,Yes,No,,,A
"Liu Yang, as the captain and good friend Zhao Ming, participates in a football match. Their team wins and gets the first place, Zhao Ming performs outstandingly and gets the MVP. Liu Yang, as the captain, puts in a lot of effort usually, and leads the whole team to work hard in the match. Liu Yang says to Zhao Ming, ""I am so happy, you play really well!"" Liu Yang says to his father, ""I feel very lost.""",Why does Liu Yang say he is both happy and sad?,"He is happy that Zhao Ming performs well, but his own efforts do not get recognition.","He is happy that the whole team wins the match, but his own performance is not good.","He is happy that Zhao Ming performs well, but feels sad that Zhao Ming does not comfort him.",". He is happy that the whole team wins the match, but his own efforts do not get recognition.",A
"Li Xiao and Wang Qiang team up to participate in an academic competition, their team wins the first place, Wang Qiang receives the best paper award. Li Xiao says to Wang Qiang: ""I am really so happy, congratulations my friend!"" In the evening, when she returns home, Li Xiao says to her father: ""I am very sad.""",Is what Li Xiao says to her father true?,Yes,No,,,A
"Li Xiao and Wang Qiang team up to participate in an academic competition, their team wins the first place, Wang Qiang receives the best paper award. Li Xiao says to Wang Qiang: ""I am really so happy, congratulations my friend!"" In the evening, when she returns home, Li Xiao says to her father: ""I am very sad.""",Why does Li Xiao say she is both happy and sad?,"She is happy that Wang Qiang wins the best paper, but sad that she does not win an individual award.","She is happy that their team wins the first place, but sad that Wang Qiang does not comfort her.","She is happy that Wang Qiang wins the best paper, but sad that Wang Qiang does not comfort her.","She is happy that their team wins the first place, but sad that she does not win an individual award.",A
"Wang Mei and her friend Zhao Min form a team to participate in a speech competition. The speech team wins the first place, Zhao Min wins the first place individually, but Wang Mei does not make it to the top three. Wang Mei says to Zhao Min, ""I am so happy. You are great, congratulations!"" But she says to her sister, ""I am really disappointed.""",Is what Wang Mei says to her sister true?,Yes,No,,,A
"Wang Mei and her friend Zhao Min form a team to participate in a speech competition. The speech team wins the first place, Zhao Min wins the first place individually, but Wang Mei does not make it to the top three. Wang Mei says to Zhao Min, ""I am so happy. You are great, congratulations!"" But she says to her sister, ""I am really disappointed.""",Why does Wang Mei express both happiness and disappointment?,"She is happy that Zhao Min wins, but disappointed that Zhao Min does not comfort her.","She is happy that the team wins the competition, but disappointed that she does not win.","She is happy that Zhao Min wins, but disappointed that she does not win the individual competition.","She is happy that the team wins the competition, but disappointed that Zhao Min does not comfort her.",C
"Liu Yang and Wang Gang participate in a basketball game together. Liu Yang, as the captain, puts in a lot of effort and leads the basketball team to win the final victory. Wang Gang plays very well and wins the MVP. Liu Yang says to Wang Gang, ""I am so happy, you are really great, congratulations!"" But he says to his mother, ""I feel I am not performing well, I am a bit depressed.""",Is what Liu Yang says to his mother true?,Yes,No,,,A
"Liu Yang and Wang Gang participate in a basketball game together. Liu Yang, as the captain, puts in a lot of effort and leads the basketball team to win the final victory. Wang Gang plays very well and wins the MVP. Liu Yang says to Wang Gang, ""I am so happy, you are really great, congratulations!"" But he says to his mother, ""I feel I am not performing well, I am a bit depressed.""",Why does Liu Yang express both happiness and depression?,"He is happy that the basketball team wins the game, but is disappointed that Wang Gang does not comfort her.","He is happy that Wang Gang wins the MVP, but is disappointed that Wang Gang does not comfort her.","He is happy that Wang Gang wins the MVP, but is disappointed that he does not win the MVP.","He is happy that the basketball team wins the game, but is disappointed that he does not win the MVP.",C
"Zhang Ming, as a leader, completes an important project with Zhao Li. The project is successful, and Zhao Li receives the best employee award.  Zhang Ming says to Zhao Li: ""I am really happy that you receive the best employee award."" In the evening, Zhang Ming says to her sister: ""I am actually a little sad.""",Is what Zhao Li says to her sister true?,Yes,No,,,A
"Zhang Ming, as a leader, completes an important project with Zhao Li. The project is successful, and Zhao Li receives the best employee award.  Zhang Ming says to Zhao Li: ""I am really happy that you receive the best employee award."" In the evening, Zhang Ming says to her sister: ""I am actually a little sad.""",Why does Zhang Ming express both happiness and disappointment?,"Zhang Ming is happy that the project is successful, but is disappointed that he does not complete it independently.","Zhang Ming is happy that Zhao Li wins the award, but is disappointed that he does not receive individual recognition.","Zhang Ming is happy that the project is successful, but is disappointed that he does not receive individual recognition.","Zhang Ming is happy that Zhao Li wins the award, but is disappointed that Zhao Li does not thank her.",B
